Time,Kinetic Energy,Potential Energy,Total Energy
0,0,49,49
0.001,4.802E-05,48.99995,49
0.002,0.00019208,48.99981,49
0.003,0.00043218,48.99958,49.00001
0.004,0.00076832,48.99925,49.00002
0.005,0.0012005,48.99883,49.00003
0.006,0.00172872,48.99829,49.00002
0.007,0.00235298,48.99767,49.00002
0.008,0.00307328,48.99694,49.00002
0.009,0.00388962,48.99612,49.00001
0.01,0.004802,48.99521,49.00001
0.011,0.00581042,48.99421,49.00002
0.012,0.00691488,48.99311,49.00002
0.013,0.00811538,48.99192,49.00003
0.014,0.00941192,48.99063,49.00004
0.015,0.0108045,48.98923,49.00003
0.016,0.01229312,48.98773,49.00003
0.017,0.01387778,48.98615,49.00002
0.018,0.01555848,48.98446,49.00002
0.019,0.01733522,48.98269,49.00002
0.02,0.01920801,48.98082,49.00002
0.021,0.02117683,48.97886,49.00003
0.022,0.02324168,48.9768,49.00004
0.023,0.02540258,48.97465,49.00005
0.024,0.02765952,48.97238,49.00004
0.025,0.0300125,48.97002,49.00004
0.026,0.03246152,48.96757,49.00003
0.027,0.03500658,48.96502,49.00003
0.028,0.03764767,48.96238,49.00003
0.029,0.04038481,48.95965,49.00003
0.03,0.04321798,48.95682,49.00004
0.031,0.0461472,48.9539,49.00005
0.032,0.04917246,48.95089,49.00006
0.033,0.05229376,48.94776,49.00005
0.034,0.0555111,48.94453,49.00004
0.035,0.05882449,48.94122,49.00004
0.036,0.06223391,48.9378,49.00003
0.037,0.06573937,48.9343,49.00004
0.038,0.06934088,48.9307,49.00004
0.039,0.07303841,48.92701,49.00005
0.04,0.07683197,48.92322,49.00005
0.041,0.08072158,48.91935,49.00007
0.042,0.08470723,48.91535,49.00005
0.043,0.08878891,48.91126,49.00005
0.044,0.09296664,48.90708,49.00005
0.045,0.09724041,48.9028,49.00004
0.046,0.1016102,48.89843,49.00005
0.047,0.1060761,48.89397,49.00005
0.048,0.1106379,48.88941,49.00005
0.049,0.1152959,48.88477,49.00006
0.05,0.1200498,48.88002,49.00007
0.051,0.1248998,48.87516,49.00006
0.052,0.1298459,48.87021,49.00005
0.053,0.1348879,48.86516,49.00005
0.054,0.1400261,48.86002,49.00005
0.055,0.1452602,48.85479,49.00005
0.056,0.1505904,48.84946,49.00005
0.057,0.1560167,48.84404,49.00006
0.058,0.1615389,48.83852,49.00006
0.059,0.1671572,48.83292,49.00007
0.06,0.1728716,48.82719,49.00006
0.061,0.1786819,48.82138,49.00006
0.062,0.1845884,48.81546,49.00005
0.063,0.1905908,48.80946,49.00005
